Block,Temperature,Day,Cup,Sporozoite Prevalence
0,24,11,2,0
0,24,11,2,0
0,24,11,3,1
0,24,11,3,0
0,24,11,3,0
0,24,11,3,0
0,24,11,3,0
0,24,11,3,0
0,24,11,3,0
0,24,11,3,1
0,24,11,4,0
0,24,11,4,0
0,24,11,4,1
0,24,11,4,0
0,24,11,4,0
0,24,11,4,0
0,24,11,4,0
0,24,11,4,0
0,24,11,4,0
1,24,11,1,0
1,24,11,1,0
1,24,11,1,0
1,24,11,1,1
1,24,11,1,0
1,24,11,1,1
1,24,11,1,0
1,24,11,1,0
1,24,11,2,0
1,24,11,2,0
1,24,11,2,0
1,24,11,2,1
1,24,11,2,0
1,24,11,2,0
1,24,11,2,0
1,24,11,2,0
1,24,11,3,0
1,24,11,3,0
1,24,11,3,0
1,24,11,3,0
1,24,11,3,0
1,24,11,3,0
1,24,11,3,1
1,24,11,3,0
1,24,11,4,0
1,24,11,4,1
1,24,11,4,0
1,24,11,4,0
1,24,11,4,0
1,24,11,4,0
1,24,11,4,1
1,24,11,4,0
0,24,12,1,0
0,24,12,1,1
0,24,12,1,0
0,24,12,1,0
0,24,12,1,1
0,24,12,1,0
0,24,12,1,1
0,24,12,1,1
0,24,12,2,1
0,24,12,2,0
0,24,12,2,0
0,24,12,2,1
0,24,12,2,1
0,24,12,2,0
0,24,12,2,0
0,24,12,2,1
0,24,12,3,0
0,24,12,3,0
0,24,12,3,1
0,24,12,3,1
0,24,12,3,0
0,24,12,3,0
0,24,12,3,0
0,24,12,3,1
0,24,12,4,0
0,24,12,4,1
0,24,12,4,1
0,24,12,4,0
0,24,12,4,1
0,24,12,4,0
0,24,12,4,0
0,24,12,4,1
1,24,12,1,0
1,24,12,1,1
1,24,12,1,0
1,24,12,1,0
1,24,12,1,1
1,24,12,1,1
1,24,12,1,0
1,24,12,1,0
1,24,12,2,0
1,24,12,2,1
1,24,12,2,0
1,24,12,2,0
1,24,12,2,1
1,24,12,2,0
1,24,12,2,1
1,24,12,2,0
1,24,12,3,0
1,24,12,3,0
1,24,12,3,1
1,24,12,3,1
1,24,12,3,1
1,24,12,3,0
1,24,12,3,0
1,24,12,3,1
1,24,12,4,0
1,24,12,4,0
1,24,12,4,1
1,24,12,4,1
1,24,12,4,0
1,24,12,4,0
1,24,12,4,1
1,24,12,4,1
1,24,12,4,0
0,24,13,1,0
0,24,13,1,1
0,24,13,1,1
0,24,13,1,0
0,24,13,1,0
0,24,13,1,1
0,24,13,1,0
0,24,13,1,1
0,24,13,2,0
0,24,13,2,1
0,24,13,2,1
0,24,13,2,0
0,24,13,2,1
0,24,13,2,0
0,24,13,2,0
0,24,13,2,1
0,24,13,2,1
0,24,13,3,0
0,24,13,3,0
0,24,13,3,0
0,24,13,3,0
0,24,13,3,1
0,24,13,3,1
0,24,13,3,0
0,24,13,3,1
0,24,13,4,0
0,24,13,4,1
0,24,13,4,1
0,24,13,4,0
0,24,13,4,0
0,24,13,4,0
0,24,13,4,1
0,24,13,4,0
1,24,13,1,1
1,24,13,1,0
1,24,13,1,1
1,24,13,1,1
1,24,13,1,1
1,24,13,1,0
1,24,13,1,0
1,24,13,1,1
1,24,13,1,0
1,24,13,2,0
1,24,13,2,1
1,24,13,2,1
1,24,13,2,1
1,24,13,2,1
1,24,13,2,1
1,24,13,2,1
1,24,13,2,1
1,24,13,2,1
1,24,13,3,1
1,24,13,3,0
1,24,13,3,0
1,24,13,3,1
1,24,13,3,0
1,24,13,3,1
1,24,13,3,1
1,24,13,3,1
1,24,13,4,0
1,24,13,4,1
1,24,13,4,1
1,24,13,4,1
1,24,13,4,1
1,24,13,4,0
1,24,13,4,1
1,24,13,4,0
0,24,14,1,0
0,24,14,1,1
0,24,14,1,0
0,24,14,1,1
0,24,14,1,1
0,24,14,1,1
0,24,14,1,0
0,24,14,1,0
0,24,14,2,0
0,24,14,2,1
0,24,14,2,1
0,24,14,2,1
0,24,14,2,0
0,24,14,2,0
0,24,14,2,1
0,24,14,2,0
0,24,14,3,1
0,24,14,3,0
0,24,14,3,0
0,24,14,3,0
0,24,14,3,1
0,24,14,3,0
0,24,14,3,1
0,24,14,3,0
0,24,14,4,1
0,24,14,4,1
0,24,14,4,0
0,24,14,4,1
0,24,14,4,0
0,24,14,4,0
0,24,14,4,1
0,24,14,4,1
0,24,14,4,0
1,24,14,1,0
1,24,14,1,1
1,24,14,1,1
1,24,14,1,1
1,24,14,1,1
1,24,14,1,0
1,24,14,1,0
1,24,14,1,1
1,24,14,1,1
1,24,14,2,0
1,24,14,2,0
1,24,14,2,1
1,24,14,2,1
1,24,14,2,1
1,24,14,2,0
1,24,14,2,1
1,24,14,2,1
1,24,14,3,0
1,24,14,3,1
1,24,14,3,1
1,24,14,3,0
1,24,14,3,1
1,24,14,3,1
1,24,14,3,1
1,24,14,3,0
1,24,14,4,0
1,24,14,4,1
1,24,14,4,1
1,24,14,4,1
1,24,14,4,0
1,24,14,4,0
1,24,14,4,1
1,24,14,4,1
0,24,15,1,1
0,24,15,1,0
0,24,15,1,1
0,24,15,1,1
0,24,15,1,0
0,24,15,1,1
0,24,15,1,0
0,24,15,1,1
0,24,15,2,1
0,24,15,2,0
0,24,15,2,0
0,24,15,2,1
0,24,15,2,0
0,24,15,2,1
0,24,15,2,0
0,24,15,2,1
0,24,15,3,0
0,24,15,3,0
0,24,15,3,1
0,24,15,3,0
0,24,15,3,1
0,24,15,3,1
0,24,15,3,0
0,24,15,3,1
0,24,15,3,0
0,24,15,3,1
0,24,15,4,0
0,24,15,4,1
0,24,15,4,1
0,24,15,4,0
0,24,15,4,1
0,24,15,4,1
0,24,15,4,0
0,24,15,4,0
1,24,15,1,1
1,24,15,1,0
1,24,15,1,1
1,24,15,1,1
1,24,15,1,0
1,24,15,1,0
1,24,15,1,1
1,24,15,1,0
1,24,15,2,0
1,24,15,2,0
1,24,15,2,1
1,24,15,2,1
1,24,15,2,1
1,24,15,2,0
1,24,15,2,1
1,24,15,2,1
1,24,15,2,1
1,24,15,3,1
1,24,15,3,0
1,24,15,3,1
1,24,15,3,1
1,24,15,3,0
1,24,15,3,1
1,24,15,3,1
1,24,15,3,0
1,24,15,4,1
1,24,15,4,0
1,24,15,4,1
1,24,15,4,0
1,24,15,4,1
1,24,15,4,1
1,24,15,4,1
1,24,15,4,1
1,24,15,4,0
0,24,16,1,1
0,24,16,1,1
0,24,16,1,0
0,24,16,1,1
0,24,16,1,0
0,24,16,1,0
0,24,16,1,1
0,24,16,2,1
0,24,16,2,1
0,24,16,2,0
0,24,16,2,1
0,24,16,2,0
0,24,16,2,1
0,24,16,2,0
0,24,16,2,1
0,24,16,3,1
0,24,16,3,0
0,24,16,3,1
0,24,16,3,0
0,24,16,3,1
0,24,16,3,1
0,24,16,3,1
0,24,16,3,0
0,24,16,3,1
0,24,16,4,1
0,24,16,4,1
0,24,16,4,0
0,24,16,4,1
0,24,16,4,0
0,24,16,4,0
0,24,16,4,1
0,24,16,4,1
1,24,16,1,0
1,24,16,1,1
1,24,16,1,1
1,24,16,1,0
1,24,16,1,1
1,24,16,1,1
1,24,16,1,1
1,24,16,1,1
1,24,16,1,1
1,24,16,2,1
1,24,16,2,1
1,24,16,2,1
1,24,16,2,1
1,24,16,2,0
1,24,16,2,0
1,24,16,2,1
1,24,16,2,1
1,24,16,3,1
1,24,16,3,0
1,24,16,3,1
1,24,16,3,0
1,24,16,3,1
1,24,16,3,1
1,24,16,3,1
1,24,16,3,0
1,24,16,4,1
1,24,16,4,0
1,24,16,4,1
1,24,16,4,1
1,24,16,4,0
1,24,16,4,1
1,24,16,4,0
1,24,16,4,1
0,24,17,1,0
0,24,17,1,1
0,24,17,1,1
0,24,17,1,1
0,24,17,1,0
0,24,17,1,1
0,24,17,1,1
0,24,17,1,1
0,24,17,2,0
0,24,17,2,0
0,24,17,2,1
0,24,17,2,0
0,24,17,2,1
0,24,17,2,1
0,24,17,2,1
0,24,17,2,0
0,24,17,3,1
0,24,17,3,1
0,24,17,3,0
0,24,17,3,1
0,24,17,3,0
0,24,17,3,1
0,24,17,3,1
0,24,17,3,0
0,24,17,4,0
0,24,17,4,1
0,24,17,4,1
0,24,17,4,1
0,24,17,4,0
0,24,17,4,0
0,24,17,4,1
0,24,17,4,1
1,24,18,1,1
1,24,18,1,1
1,24,18,1,1
1,24,18,1,1
1,24,18,1,1
1,24,18,1,1
1,24,18,1,1
1,24,18,1,1
1,24,18,2,1
1,24,18,2,0
1,24,18,2,0
1,24,18,2,1
1,24,18,2,0
1,24,18,2,1
1,24,18,2,1
1,24,18,2,1
1,24,18,3,1
1,24,18,3,0
1,24,18,3,1
1,24,18,3,1
1,24,18,3,1
1,24,18,3,0
1,24,18,3,1
1,24,18,3,1
1,24,18,4,1
1,24,18,4,1
1,24,18,4,0
1,24,18,4,1
1,24,18,4,1
1,24,18,4,0
1,24,18,4,1
1,24,18,4,0
0,24,19,1,1
0,24,19,1,0
0,24,19,1,1
0,24,19,1,0
0,24,19,1,1
0,24,19,1,0
0,24,19,1,1
0,24,19,1,1
0,24,19,2,0
0,24,19,2,1
0,24,19,2,0
0,24,19,2,1
0,24,19,2,1
0,24,19,2,1
0,24,19,2,0
0,24,19,2,1
0,24,19,3,1
0,24,19,3,0
0,24,19,3,1
0,24,19,3,0
0,24,19,3,1
0,24,19,3,1
0,24,19,3,0
0,24,19,3,1
0,24,19,4,1
0,24,19,4,0
0,24,19,4,1
0,24,19,4,0
0,24,19,4,1
0,24,19,4,0
0,24,19,4,1
0,24,19,4,0
1,24,20,1,0
1,24,20,1,1
1,24,20,1,1
1,24,20,1,1
1,24,20,1,1
1,24,20,1,1
1,24,20,1,1
1,24,20,1,1
1,24,20,2,1
1,24,20,2,0
1,24,20,2,1
1,24,20,2,0
1,24,20,2,1
1,24,20,2,1
1,24,20,2,1
1,24,20,2,1
1,24,20,3,0
1,24,20,3,1
1,24,20,3,1
1,24,20,3,1
1,24,20,3,0
1,24,20,3,1
1,24,20,3,1
1,24,20,3,0
1,24,20,4,1
1,24,20,4,1
1,24,20,4,1
1,24,20,4,1
1,24,20,4,1
1,24,20,4,0
1,24,20,4,1
1,24,20,4,1
0,24,21,1,0
0,24,21,1,1
0,24,21,1,0
0,24,21,1,1
0,24,21,1,0
0,24,21,1,1
0,24,21,1,0
0,24,21,1,1
0,24,21,2,0
0,24,21,2,0
0,24,21,2,1
0,24,21,2,0
0,24,21,2,1
0,24,21,2,0
0,24,21,2,0
0,24,21,2,1
0,24,21,3,1
0,24,21,3,1
0,24,21,3,0
0,24,21,3,0
0,24,21,3,0
0,24,21,3,1
0,24,21,3,0
0,24,21,3,1
0,24,21,4,0
0,24,21,4,1
0,24,21,4,0
0,24,21,4,0
0,24,21,4,1
0,24,21,4,1
0,24,21,4,1
0,24,21,4,0
0,24,21,4,0
1,24,22,1,1
1,24,22,1,1
1,24,22,1,1
1,24,22,1,1
1,24,22,1,0
1,24,22,1,1
